MSOA Code,Cases1,Cases2,Cases3,NUK,O65,Bame,Income,HP,OO,OML,SR,PR,NP,Geo,Density,IMD,Health,AS,Employment,Education,Crime,Environment
E02000524,132.3,1394.1,1610.4,36.42503377,0.209289838,0.399519736,0.1235,347500,25.6,27.5,12.4,32.5,6.9,0.36975,24.3113577,24.0885,-0.1415,0.3295,0.0765,21.7425,0.39025,31.4175
E02000525,180.1,1252.3,1423,48.19850442,0.219764766,0.616360752,0.137,317500,19,29.8,19.2,30.2,2.6,0.1138,14.26071103,23.507,-0.4178,0.351,0.0772,22.496,0.4718,26.5154
E02000526,106.2,931.3,1190.5,34.31606589,0.138047953,0.167104321,0.0552,948000,27.9,28.6,11.3,30.8,4.2,-0.372,30.72172619,10.575,-0.8462,0.094,0.0386,2.1084,0.0624,35.5408
E02000528,224.7,1316.1,1292.2,38.8920294,0.084794599,0.373469003,0.198166667,435000,12,18.6,44.5,19.6,3.6,-0.153833333,44.21914816,30.44216667,0.215166667,0.279833333,0.115333333,14.58066667,0.8415,32.767
E02000529,367.3,1691.1,1947,54.28503788,0.072378139,0.774029356,0.152,400000,21.8,31.2,21.4,23.1,1.1,-0.5036,60.50645482,22.725,-0.2702,0.3288,0.0946,13.3284,0.312,26.0294
E02000530,216.7,1653,1490.3,48.60318853,0.155372438,0.731168641,0.22375,387000,14.1,19.7,49,14.7,0.6,-0.20775,43.28015016,33.327,0.0155,0.4175,0.1325,24.9295,0.543,24.47
E02000531,282.1,1533.2,1467.4,36.60636548,0.134167084,0.28277063,0.1302,537250,18.4,27.3,25.9,22.9,2.5,-0.3184,41.85510888,23.455,-0.2146,0.2394,0.0804,10.401,0.506,43.822
E02000532,67,836.8,1193.7,32.62008734,0.124115095,0.215720524,0.096166667,937500,26.4,29.1,22.6,19.8,4.1,-0.548666667,62.24591329,14.66083333,-0.641333333,0.147666667,0.0685,5.4525,0.091833333,28.70666667
E02000533,131,702.8,786.1,29.76445396,0.083490146,0.187128242,0.096,775000,23,30,20.3,25.4,3.4,-0.5346,68.64038069,15.9512,-0.3054,0.1366,0.0704,3.1416,0.492,28.799
E02000534,213.8,1019,1635.2,44.09497762,0.108810206,0.528219791,0.07075,360000,28.7,33.6,6.7,27,2.3,0.42275,90.21684737,13.696,-0.79525,0.17925,0.043,2.33225,0.069,28.496
E02000535,400,1827.3,1665.1,55.08556668,0.099844377,0.798837585,0.1148,480000,28.2,34.2,13.8,21.3,1.8,-0.153,38.7218522,19.6124,-0.4788,0.286,0.0674,9.9358,0.7262,28.1138
E02000536,459.1,1773,1783.6,54.66609127,0.094922005,0.765562628,0.1322,454000,25,32.7,16.8,23.5,1.3,-0.2602,54.6163142,20.9284,-0.1856,0.2828,0.0818,9.5364,0.3712,29.298
E02000537,327.9,1082.5,1629.2,61.29930394,0.098897855,0.723085847,0.0754,415500,33,28.4,2.5,35,2.3,0.1668,65.68842922,16.128,-0.7412,0.1854,0.0482,3.9044,0.6866,29.4386
E02000538,284.7,1535.3,1535.3,58.35253456,0.122992825,0.780760369,0.1252,407475,24.5,27.5,17.5,28.3,2,0.1852,34.80380499,22.1568,-0.275,0.3276,0.076,14.5452,0.1914,28.6004
E02000539,381.9,954.6,1718.5,35.45386905,0.123911875,0.352957589,0.1314,380000,15.7,33.7,24.6,21.4,2.3,-0.2208,51.21078701,22.1704,-0.1922,0.2378,0.0884,12.462,0.4206,30.459
E02000540,453.5,1200.3,1858.5,50.60566732,0.095295451,0.544667965,0.1064,384000,21.2,25.3,19.9,28.7,1.7,-0.5322,32.36413667,19.8054,-0.2624,0.2278,0.0648,7.1858,0.6382,34.6014
E02000541,308.1,1171,1664.1,59.2,0.077487765,0.737802817,0.161,412500,20.2,19.6,33.9,23.4,1.7,-0.4652,54.95517522,24.0868,-0.2032,0.3284,0.0954,17.6626,0.252,26.1592
E02000542,320.6,1333,1282.5,60.64282673,0.115518655,0.726160068,0.137,290000,17.8,22.5,24.5,30.9,2.4,-0.4548,62.17973231,23.813,-0.1362,0.2684,0.0818,9.0648,0.5366,34.9594
E02000543,181.1,1072.1,1398.1,61.57261163,0.092780906,0.657645351,0.103333333,327500,16.6,22.8,13.7,41.8,2.9,-0.668,72.29040097,21.26583333,-0.375333333,0.211166667,0.061666667,7.303,0.844333333,35.77566667
E02000544,233.1,1301.6,1817.1,41.22453958,0.112246124,0.487864374,0.0752,460000,32.5,41,5.7,18.7,1.4,-0.0668,4.057243162,14.346,-0.4982,0.274,0.0642,7.9992,-0.1336,28.7818
E02000545,274.5,960.3,1600.7,34.15230412,0.0924011,0.365358758,0.1696,530000,15.6,28.1,36.8,16.7,1.8,-0.1182,25.91199607,26.0826,0.0206,0.289,0.1094,14.1724,0.4076,26.5572
E02000546,339.2,1038.6,1398.4,55.47692308,0.141579571,0.755282051,0.1332,395000,20.7,31.2,17.6,26.5,1.5,-0.2306,21.57870263,20.6094,-0.2916,0.2864,0.077,9.0648,0.3412,26.078
E02000547,432,853.8,1135.1,34.6474359,0.14427157,0.397542735,0.1234,370000,22.1,36.6,21.3,17.4,2.4,-0.2358,91.81818182,20.3554,-0.2746,0.3718,0.075,22.7458,0.0836,27.17
E02000548,242.4,1070.2,1241.8,29.37493134,0.117335474,0.327035043,0.168,265000,14.7,25.5,33.1,15.8,4.1,-0.1482,53.63753767,27.6522,-0.0212,0.3984,0.1068,31.808,0.1564,24.1346
E02000549,496.1,949,1619.4,33.62984479,0.125945705,0.372515204,0.131833333,385000,26.8,37.3,19.1,13.8,1.8,-0.392333333,76.04060914,22.315,0.064833333,0.371166667,0.084666667,20.6895,0.378166667,27.99433333
E02000550,312.5,624.8,1323.2,34.87455542,0.104999323,0.385754109,0.158,308500,10.5,27.9,35.8,18.9,1.6,-0.513166667,27.10613294,26.74766667,0.011166667,0.360833333,0.096333333,29.33716667,0.421166667,28.59983333
E02000551,175.8,966.7,1230.3,32.21499884,0.124917694,0.361736708,0.2158,330000,13.6,24.4,47.9,11,1.8,-0.2356,41.5760657,32.3926,0.1414,0.408,0.1256,30.4462,0.3926,25.2196
E02000552,165.9,951.1,1150.2,28.24824583,0.159750112,0.282482458,0.1048,330000,20.8,41.5,10.5,23.1,1.4,0.1468,39.17832168,17.6814,-0.2204,0.3292,0.0606,17.0628,-0.1594,23.7124
E02000553,323.6,1814.6,1111.2,22.57380772,0.148284898,0.262528388,0.12625,358000,25.6,37.6,23.5,10.4,1.9,-0.36225,78.90977444,21.54525,-0.2415,0.36225,0.08725,21.52175,0.4545,22.298
E02000554,129.6,827.1,1285.5,35.18841211,0.133081761,0.394358528,0.252833333,470000,7.5,16.4,54.1,20.4,2.9,-1.375166667,16.33449764,36.55566667,0.678166667,0.266333333,0.182833333,14.55383333,0.770166667,28.1055
E02000555,101,919.1,1868.5,32.96130952,0.144772408,0.319302721,0.19,500000,13.9,22.7,37.5,23.6,3,-0.794,59.67096774,26.36116667,0.311166667,0.240166667,0.115,13.35816667,0.539333333,26.69083333
E02000556,88,1231,1230.9,34.50239808,0.131368151,0.337729816,0.1935,525000,10.9,19.5,35.9,31.5,3.5,-1.294166667,58.26384568,28.78283333,0.378833333,0.2075,0.129666667,8.373333333,0.889,30.846
E02000557,282.1,790.1,1602.7,34.82274742,0.140389241,0.314254062,0.2096,445000,9.7,15.9,47.5,24.2,3.6,-1.1718,48.44279661,33.5216,0.5932,0.2266,0.1428,10.414,1.1732,34.115
E02000558,154.1,828.7,1127.3,42.42390079,0.113573971,0.518602029,0.2844,483000,5.3,8.3,64,20.4,3.1,-1.0812,41.74448217,41.2808,0.6024,0.3594,0.1838,23.3154,0.982,33.1442
E02000559,,781.9,1497.7,31.72704488,0.105291871,0.27443609,0.121,717500,15.4,21.7,24.8,35.5,4.5,-1.141,66.81652491,20.031,0.007833333,0.137166667,0.078666667,6.864333333,0.159333333,36.67433333
E02000560,,802.2,1344.2,41.54889768,0.1162191,0.318117581,0.14575,471500,12.2,20.3,25.6,39.6,3.7,-1.1445,89.68102073,26.63525,0.31775,0.1965,0.0875,7.85,1.23775,38.661
E02000561,138.8,555.3,1203.3,30.66098632,0.118335901,0.214820553,0.09575,740000,19,26,24.9,28.3,4.5,-0.6155,92.27488152,17.42375,-0.433,0.139,0.07525,1.636,0.62775,36.2815
E02000562,134.4,851.9,1098.5,31.63599698,0.114157948,0.294807159,0.169,625000,13.6,21.1,41.2,22.5,2.5,-1.1872,113.3078394,23.7806,0.0586,0.2052,0.1112,11.452,0.4628,29.3626
E02000563,103.8,1003,1786.8,34.84562809,0.084534589,0.341857177,0.2338,490000,7.9,14.9,50.8,23.8,3.8,-0.7382,120.5676856,35.9822,0.8294,0.2894,0.1538,14.8782,0.8644,32.5994
E02000564,165.3,744,1529.2,39.02555301,0.157028852,0.334286804,0.174,475000,7.9,15.4,36.2,34.5,5.8,-0.914857143,58.76623377,28.28671429,0.268285714,0.179,0.102714286,10.558,0.607142857,40.655
E02000565,176.5,661.9,1268.9,35.94723342,0.130573977,0.378282643,0.211,550000,7.4,17.5,50.3,22,2.8,-1.159,66.5095057,30.2682,0.4336,0.2646,0.1246,14.8188,0.806,30.5112
E02000566,73.3,722.4,1151.7,31.52866242,0.113213368,0.22721705,0.1236,670000,18.4,22.1,29,28.6,5.4,-1.2526,39.53252033,19.5766,-0.2648,0.1456,0.0814,5.7818,0.6466,36.8996
E02000567,223.8,981.3,1661.5,30.23749759,0.135208438,0.275535818,0.170333333,550100,9.8,19.4,43,25.7,3.8,-1.069166667,30.49004594,27.13966667,0.4395,0.196666667,0.108833333,13.9835,0.650333333,36.93583333
E02000568,191,1070,1162,39.29350649,0.116607774,0.379532468,0.2086,621000,7,11.1,53.6,23.7,3.8,-0.7966,28.0674412,32.2542,0.636,0.3456,0.1256,24.6122,0.5746,29.9006
E02000569,238.6,857.1,1034.1,30.55278388,0.138777642,0.276292157,0.192833333,735000,12.3,13.8,49.6,21.4,4.6,-1.076833333,46.78615071,28.59116667,0.198666667,0.232166667,0.1255,16.02216667,0.7765,31.50083333
E02000570,150.3,871.6,1222.2,29.43702844,0.087016448,0.187347649,0.1002,760000,19.5,22.1,26,31.1,7,-1.0844,115.1640212,16.155,-0.2534,0.12,0.0686,6.2042,0.0736,35.748
E02000571,203.4,910.2,1210.1,29.88419873,0.110622872,0.285020545,0.2132,666250,9.4,17.1,51.5,19.4,2.2,-1.1594,42.77725564,32.3222,0.4886,0.2772,0.1342,19.576,0.722,37.303
E02000572,195.1,1095.5,1388.4,40.6720336,0.091683256,0.444405554,0.256,864784,5.8,8.9,61.2,20.9,2.7,-1.6288,29.54901961,35.8868,0.829,0.3474,0.1524,22.8384,0.5302,31.1008
E02000573,206.6,1033,1493.2,34.33248789,0.139682093,0.204749827,0.1224,800000,18.6,19,28.6,31.6,6.1,-1.2296,28.16561014,21.7846,-0.0456,0.1342,0.0792,7.4978,0.7288,46.1138
E02000574,143.1,1340,1022.9,40.15998118,0.142601499,0.309728267,0.1484,655000,10.8,15.4,37.3,33.6,8.2,-1.3972,61.70462388,25.7016,0.2884,0.186,0.105,8.0996,0.5478,42.3256
E02000575,102.7,931.1,892.5,41.28185718,0.097359243,0.308941038,0.132714286,674995,12,16.1,36.9,32.8,10.1,-1.071714286,157.5353218,22.05914286,0.051142857,0.182285714,0.074571429,10.04228571,0.019714286,43.55
E02000576,156.2,1192.5,1217.2,40.24286323,0.106756893,0.357903707,0.191,690000,7.1,10.5,57.5,22.6,6.8,-1.5218,166.1241611,26.369,0.0912,0.265,0.1086,13.5446,0.1788,38.5154
E02000577,256.2,1085.2,1717.9,46.61758578,0.084586301,0.561744687,0.3414,479125,4,6.4,74.1,12.5,0.9,-1.7462,174.7004608,49.696,0.3594,0.3372,0.2386,17.2438,1.1782,33.4484
E02000578,488.8,820.5,1099.9,37.16798896,0.117832957,0.444808555,0.312,455250,5.5,7.1,72.5,9.7,1.9,-0.98975,125.1412429,43.801,0.43725,0.35075,0.21425,18.6355,0.36325,32.96225
E02000579,248.3,1067.7,1204.3,39.07845868,0.092301763,0.3113974,0.197,625000,17.1,15.7,42.4,21.4,3.9,-1.4362,215.7796258,30.3632,-0.1334,0.208,0.1346,8.7144,0.7146,39.269
E02000580,243.2,806.4,1548.8,43.46620451,0.081292389,0.367648758,0.214,775000,11.2,9.6,50.4,26.8,5.6,-1.5876,183.9861352,35.164,-0.1894,0.187,0.1602,6.8536,1.0628,43.8152
E02000581,302.6,716.7,1449.3,42.4499863,0.077615176,0.459852014,0.3026,797500,6.6,5.9,72,12.1,1.8,-1.2912,183.3996024,41.3402,0.2908,0.319,0.2006,16.3492,0.532,31.0184
E02000582,288.3,892.2,960.9,51.16855986,0.109221335,0.220655438,0.0728,1500000,26.7,13.9,12.7,43,10.7,-0.8582,140.7654723,16.9728,-1.5124,0.0758,0.047,1.5494,0.6,46.458
E02000583,101,1053.1,793.4,42.80432699,0.10862011,0.201561002,0.0742,1615000,29.8,15.7,18.5,33.4,9.1,-0.9252,137.6697531,17.0654,-1.4176,0.1012,0.0552,2.6128,0.692,45.052
E02000584,,758.3,794.8,52.76351186,0.091757925,0.213744192,0.04,1825000,33.5,14.2,7,39.8,13.8,-0.8838,149.5689655,11.7632,-2.0458,0.0698,0.0344,0.8578,-0.071,47.3526
E02000585,100,850,1200,55.2480916,0.056003306,0.326097328,0.0818,1387500,27.9,16.9,13.3,37.5,9.9,-0.2914,179.6658416,16.2906,-1.6584,0.1092,0.0572,2.4,0.2718,34.7078
E02000586,116.1,865,503.4,61.42360664,0.076575086,0.270433775,0.0238,1850000,29.1,13.4,4,47.3,15,-0.8046,176.6666667,9.5532,-2.2488,0.0718,0.0134,0.7336,-0.3024,41.2894
E02000587,92.4,830.8,1081.5,59.15193407,0.097790807,0.262395321,0.04,1575000,33.2,14.7,3.7,45,11,-1.1772,136.4428571,11.514,-2.1408,0.0716,0.0256,0.7258,0.1556,43.2134
E02000588,141,897.7,923.3,61.00012256,0.08815427,0.207010663,0.0158,2000000,26.3,10.7,3.2,51.5,25.6,-0.4842,174.939759,11.0514,-3.0446,0.0718,0.0086,2.7732,-0.0276,46.6264
E02000589,180.1,900.3,922.8,66.31927996,0.078357924,0.351729038,0.0666,1100000,21.3,13.3,10.5,51.1,8.5,-0.8086,144.8615725,17.5076,-1.5232,0.0926,0.0524,1.3904,-0.0368,50.2952
E02000590,187.9,751.8,881.9,54.36920884,0.11117985,0.288239487,0.115,812150,21.8,7.7,30.2,36.9,20.6,-1.0114,161.6428571,20.7684,-0.908,0.1548,0.0762,6.3346,0.0148,43.4172
E02000591,217.8,1278,1045.6,60.05318363,0.100981767,0.404786527,0.164,990000,16.3,11.9,28.8,39.5,6.7,-0.15325,166.0898502,29.119,-0.36025,0.15875,0.1125,2.91875,0.4965,43.39125
E02000592,143,772,600.3,62.31326727,0.099485971,0.207217867,0.0238,1600000,28.6,13.1,5.1,49.2,12.4,-1.4196,187.5100402,11.4146,-2.3848,0.0512,0.0148,2.5418,-0.0464,49.592
E02000593,85.2,779.5,694.3,58.43389297,0.100119319,0.249213012,0.097,792500,20.5,18.9,15.3,42.1,8,-0.949,200.8496732,19.8448,-0.9046,0.0914,0.0732,4.0522,0.3788,41.496
E02000594,941.9,954.6,864.5,44.78764479,0.095229151,0.153750689,0.0552,1600000,32,13.3,13.6,35.8,10.9,-1.3524,146.8689655,12.9212,-2.05,0.089,0.0358,2.4748,0.1706,42.6916
E02000595,131.3,800.9,709,48.779157,0.078968903,0.17132724,0.0732,1593750,33.2,13.9,14.5,34.6,10.5,-0.7896,160.7894737,15.1554,-1.6074,0.0836,0.0468,1.9846,0.1324,44.7824
E02000596,337,1308.8,842.3,49.26754048,0.056376011,0.180416345,0.044,1000000,29.8,16.9,9.3,40.7,10.2,-1.0584,167.4623656,12.4388,-1.7384,0.0642,0.0238,4.9044,0.2834,42.4436
E02000597,294.9,1109.8,1081.6,44.55820477,0.076157579,0.360729313,0.236,890000,17.1,12.9,45.1,22.4,6.4,-0.9266,160.8333333,34.4368,-0.0886,0.2388,0.16,9.873,0.726,36.4662
E02000598,157,1111.4,1135.6,24.01429118,0.143309222,0.177874187,0.048,705000,35.1,42.9,7.6,12.7,2.7,-0.5376,76.18828932,5.8556,-1.364,0.144,0.041,1.1306,-0.45,17.6802
E02000599,728.2,1033.9,1304.1,40.02751032,0.167946927,0.363136176,0.0398,940000,42.5,35.8,3.1,16.5,5,0.5908,111.4396887,7.6158,-1.4184,0.1424,0.029,2.9176,-0.6014,19.3858
E02000600,730.8,1368.9,813.1,33.89665653,0.144754811,0.281215805,0.0822,575000,23.7,29,13.9,32,3.5,-0.8954,131.8330606,8.9938,-1.268,0.1446,0.0426,4.5618,-0.77,22.1528
E02000601,155.9,653.3,1105.9,27.06311846,0.144137225,0.211739841,0.062,600000,21.4,34.4,13.6,28.4,4.5,-0.963166667,197.2727273,8.876,-1.160166667,0.125166667,0.046166667,2.494833333,-0.525666667,30.3775
E02000602,176.5,1278.7,1001,32.02342918,0.192865106,0.285942492,0.1404,460500,14.3,25.1,32.8,25.2,2.6,-0.656,145.6844548,19.6332,-0.3482,0.2324,0.0858,12.4712,0.0812,28.2172
E02000603,456.1,1034.5,1468.3,35.71246819,0.163761153,0.363613232,0.1216,475884,20.5,31.7,24.9,20,3.6,-0.2678,149.2827869,17.9824,-0.5416,0.278,0.0764,12.996,-0.0218,25.187
E02000604,256.8,963,1305.4,36.29163755,0.161713791,0.364081062,0.0796,495000,30.1,34.6,6.4,27,2.2,-0.4414,120.3472222,10.5972,-1.2246,0.1954,0.0434,3.3468,-0.0768,29.4658
E02000605,407.5,946.8,1677.8,31.1077197,0.169234532,0.306498792,0.0826,530000,35.5,39.9,5.6,17.6,3.2,-0.2018,89.67105263,11.2218,-0.904,0.202,0.0626,3.2924,-0.5254,27.006
E02000606,193.6,1118.9,1030.8,33.3234392,0.16925,0.234194123,0.053,430000,21.3,28.5,6.7,42.1,4.6,-0.2184,88.10572687,9.615,-1.0442,0.1044,0.0422,1.534,-0.348,27.8064
E02000607,161.2,794.2,1104.3,22.81446771,0.126500581,0.170449553,0.04975,582500,28.7,38.2,8.1,23.8,2.2,0.004,147.5619048,8.12475,-1.00425,0.14075,0.035,1.96225,-0.75625,26.63025
E02000608,52.9,1031.8,952.5,30.17303017,0.166578739,0.22007722,0.0695,452500,17.1,30,9.8,41.4,4.2,-0.98525,145.2490421,12.281,-0.679,0.1165,0.0525,5.418,-0.24375,32.25275
E02000609,325.7,1368,1837.1,34.39558962,0.176711977,0.406884496,0.0978,530000,35.2,36.1,14.3,13,2.1,0.1072,101.6688396,13.4248,-1.0348,0.2524,0.071,7.2728,-0.2996,24.7602
E02000610,501.1,1063.6,1124.7,27.94599554,0.108822867,0.205138288,0.0978,385000,19.3,26.1,17.4,35.6,4.4,-0.3214,239.5148248,14.3892,-0.431,0.1516,0.0612,7.6438,-0.2718,27.9142
E02000611,134,1367.8,1340.9,21.72842883,0.203701026,0.223164228,0.0386,600000,44.5,44.8,2.1,7.4,1.5,-0.065,150.0433839,5.7528,-1.3944,0.1832,0.041,2.7582,-0.5374,18.2234
E02000612,484.3,557,1852.7,26.53213752,0.13331397,0.272421525,0.0702,529500,40.9,42.5,4.6,10.9,2.7,0.1966,190.7479224,9.2146,-1.233,0.2256,0.052,5.4828,-0.5572,20.3866
E02000613,214.3,988.4,940.7,22.30582834,0.13836478,0.190664456,0.0782,446500,25.5,40.2,12,21.1,3,-0.1828,123.3862434,11.154,-0.8576,0.1742,0.0542,5.768,-0.3572,24.801
E02000614,407.3,964.7,1414.9,32.07996192,0.131790499,0.352927178,0.0992,490000,27.7,41.9,9,19.3,3,-0.324,164.8594378,15.0676,-0.7058,0.3052,0.063,12.3882,0.1388,27.7102
E02000615,410.3,1282.1,1282.1,18.28403159,0.238967742,0.167982867,0.067,408000,34.8,44.5,7.9,11.2,2.1,-0.3348,100.129199,10.2762,-0.9348,0.2966,0.0504,13.1648,-0.2504,21.479
E02000616,316.7,1333.2,1599.7,12.93317858,0.18539916,0.116232797,0.06075,380000,32.4,52.5,5.4,8.5,1.5,0.108,119.9370079,9.6135,-0.94775,0.319,0.04675,15.6875,-0.5085,17.26625
E02000617,314.8,1248.2,1383.1,16.76232869,0.143967863,0.153918238,0.1158,390000,27.3,41.8,20.2,9.2,1.7,-0.0222,140.8211679,16.083,-0.6198,0.3286,0.08,18.8296,-0.1062,16.3176
E02000619,318,767.6,1261.2,39.83113981,0.174322236,0.472560219,0.1934,520000,10.1,15.5,53.8,17.7,5.3,-0.7528,180.2278481,28.507,0.3042,0.2808,0.1248,13.8464,0.0174,41.0022
E02000620,414.2,837.9,1120.3,38.15368196,0.153660304,0.410779082,0.1666,650000,9.5,16.4,43.9,24.1,4.8,-1.4778,62.2406015,25.954,0.1992,0.1974,0.0998,9.2794,0.3822,46.3522
E02000621,273.5,1319.3,1447.9,44.7214498,0.181860902,0.373094256,0.136666667,717500,10.3,16.7,31.9,35.3,5.9,-0.820333333,20.48616125,26.26083333,0.149,0.177166667,0.086666667,8.693666667,0.3265,61.35016667
E02000622,383,867.3,1385.4,39.41191006,0.121655002,0.396713615,0.138,575000,10.3,18.9,36.8,32.5,3.7,-1.1532,87.92760181,23.6246,0.0232,0.2032,0.0846,8.3438,0.6712,45.638
E02000623,382.7,1099.1,1432.3,44.48060075,0.091219476,0.466583229,0.195,397500,8,14.1,54.3,21.6,1.8,-1.1088,125.7983193,28.8582,0.289,0.2846,0.1204,12.965,0.3512,42.0348
E02000624,447.3,749.4,1465.3,39.95737212,0.090006729,0.515797392,0.2104,443000,5.9,16.5,52.2,24.1,3.3,-1.4288,110.2782931,30.6668,0.3694,0.256,0.1242,11.3998,0.6934,40.736
E02000625,294.9,1178.9,1709.5,47.70960411,0.116129032,0.509149623,0.213,440000,5.6,14.8,52.3,24.8,1.5,-1.1458,67.95162509,30.9102,0.3882,0.2944,0.1182,16.2934,0.4906,38.9554
E02000626,348.4,757.1,1442,44.58498976,0.134496041,0.647150946,0.2422,454000,3.6,12.7,66.2,15.1,2.1,-0.8334,60.96542727,35.8988,0.407,0.3198,0.162,19.3092,0.6132,36.335
E02000627,363.1,1048.7,1673.9,41.36453871,0.174736337,0.434019434,0.1678,530750,8.7,16.1,41.4,29.6,2.2,-1.0514,58.02503477,29.5336,0.4228,0.2026,0.0994,9.4744,0.9912,49.5522
E02000628,412.8,1052.9,1486.4,49.72767444,0.110396476,0.608262255,0.233666667,440000,3.9,12.4,59.2,22.2,2.2,-0.889166667,75.76769025,38.68266667,0.550333333,0.3155,0.133833333,20.42616667,1.311666667,49.52016667
E02000629,276.6,1150.9,1770.5,36.26702092,0.10385904,0.294365106,0.119,597500,10.2,21.9,28.5,36.6,1.9,-0.905,55.96527778,22.5712,0.1352,0.1486,0.0744,7.0914,0.893,43.2654
E02000630,174.2,1144.9,1580.4,33.8150289,0.095118402,0.256537297,0.1162,615000,15.2,22.5,25.4,34.3,3.1,-1.1,92.07064555,22.2444,0.245,0.1358,0.0824,6.938,0.5656,44.787
E02000631,613.6,984,1460,35.26947464,0.189576547,0.372622283,0.126,662500,14.9,24.8,27.9,30.8,3.3,-0.9142,52.06919946,19.1284,-0.1334,0.1606,0.077,5.6094,0.2384,40.7778
E02000632,379.8,1161.1,1953.3,35.19335855,0.136308068,0.29665826,0.113,585000,10.5,23.3,21.9,42.6,1.9,-0.901,73.4950584,23.618,0.363,0.114,0.0716,8.5242,0.8088,50.7898
E02000633,308,880.5,1133.5,38.72946077,0.207562349,0.500115714,0.1858,520000,7.7,16.1,45.4,26.4,2,-0.7112,41.45636465,32.3762,0.2168,0.2164,0.1048,14.0764,1.5494,45.8482
E02000634,649.9,1270.4,1521.4,39.27841075,0.215911843,0.392638037,0.1865,493250,8.9,16.3,43.7,28.7,1.7,-0.89725,43.76258612,30.491,0.58475,0.19575,0.121,9.107,0.873,40.249
E02000635,290.7,904.1,1377.7,35.87419461,0.145629912,0.460085181,0.1704,580000,10,19.6,38.7,28.6,2,-0.5058,69.80881131,28.7498,0.1406,0.1908,0.1146,10.3482,0.7456,44.6054
E02000636,392.9,1129.6,1178.7,30.68464459,0.123807482,0.183139154,0.0714,785000,21.3,31.1,13.8,32.6,2.2,-0.6278,31.59160176,15.7708,-0.1222,0.0774,0.0426,3.8264,0.4852,48.6892
E02000637,264,957.5,1551.7,35.68550708,0.166923077,0.367560723,0.1052,583400,13.9,25.9,21.3,37,2.6,-1.3644,47.67726161,22.1402,0.0206,0.1372,0.0674,6.8396,0.7134,57.1754
E02000638,314,960.2,1615.9,39.00788038,0.164472588,0.465649626,0.1584,450000,8.8,21.6,38.7,27.2,2.4,-1.0716,45.73932927,25.2752,0.499,0.238,0.0904,11.6666,0.4548,37.4566
E02000639,321.3,1012.9,1630.3,47.05012933,0.147081975,0.557211479,0.1888,387500,7.6,14.7,50.9,24.8,1.4,-0.6446,12.56783493,29.0712,0.157,0.2944,0.1064,17.5402,0.3258,45.6706
E02000640,232.9,901.2,1275.8,29.77090869,0.115047159,0.283788228,0.106,660000,16.4,31.3,25.7,25.3,1.6,-0.6375,166.3868613,16.284,0.020666667,0.129833333,0.0615,4.368333333,0.101833333,36.41233333
E02000641,449,932.6,1036.1,41.06390249,0.082846921,0.617496298,0.2414,420000,6,16.2,58.5,16.9,1.7,-0.883,146.3085399,32.673,0.4256,0.3082,0.1442,22.611,0.2018,30.7456
E02000642,328.4,841.7,1570.2,29.48691317,0.076576577,0.378687162,0.1528,515000,14.9,24.7,32.2,26.2,1.7,-0.3122,170.5349794,25.3426,-0.0296,0.1966,0.1012,8.823,0.7358,42.6096
E02000643,467,1069.1,1401.3,37.75839407,0.076255913,0.374955192,0.1282,516000,13.1,27.5,25.8,31.7,2,-0.9116,113.9666239,22.1864,-0.1084,0.1902,0.0804,8.873,0.4638,46.5808
E02000644,178.3,857.8,1949.6,37.62180974,0.107791085,0.408932715,0.122,460000,15,30.7,20.3,32.1,3.2,-0.7198,176.4488017,21.2772,-0.0596,0.1922,0.0838,6.4296,0.479,42.908
E02000645,193.1,782.4,1331.1,34.94456763,0.073378076,0.385365854,0.1318,460000,13.2,29.4,20.4,35.4,4.1,-0.6486,155.4782609,22.4662,-0.0542,0.1834,0.0892,7.0386,0.5328,42.5292
E02000646,202.5,800.5,1745.8,40.57669115,0.066965338,0.3608157,0.1064,437500,16.9,27.6,12.8,41.3,3.1,-0.589,152.8288288,19.8536,-0.1784,0.187,0.0692,4.9864,0.596,45.8008
E02000647,527.9,797.3,1346.5,34.29211364,0.069214131,0.415301191,0.1166,516500,19.6,33.9,19.3,24.3,3.3,-0.4374,149.676259,19.753,-0.2308,0.2122,0.0836,6.7688,0.161,41.2592
E02000648,431.1,682.8,1593.2,33.19214478,0.077543612,0.555256065,0.239,388500,9.3,22.4,49.3,16.3,2.1,-0.6828,188.5361217,34.7918,0.7066,0.3178,0.156,19.5806,0.4104,31.4976
E02000649,257.6,750.8,1383.8,41.48108398,0.08845995,0.398801538,0.128666667,430000,10.7,26.9,15,45.5,7.7,-0.547833333,147.6829268,24.31316667,0.055833333,0.21,0.082,8.896666667,0.477166667,54.44466667
E02000650,397.6,872,1102.8,29.49892241,0.070266681,0.438712284,0.2052,480000,9.6,26.5,37.3,24.8,2.6,-0.2548,140.7632399,31.426,0.3898,0.2446,0.131,12.9778,0.6804,37.6878
E02000651,316.8,862.8,1747.5,40.04190432,0.075783972,0.451984635,0.1198,468625,17.7,29,16.4,34.3,5,-0.9522,118.3505155,21.2188,-0.1422,0.2186,0.0784,7.7608,0.4964,46.4182
E02000652,229.1,966.9,1272.3,48.30911313,0.091409226,0.596088551,0.1444,455000,26.4,31.8,15.3,24.1,2,-0.9082,88.75117371,20.49,-0.1478,0.3018,0.085,14.8338,-0.0552,34.3764
